ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,Village Code,Employment (Construction),proposal_url,Plot Number,KML URLs,District,Project Description,Employment (Operational)
130386247,New,IA/DL/INFRA2/542167/2025,2025-06-20T06:43:21.673+00:00,,Under Examination,15300.0,25000.0,DLF CYBER CITY DEVELOPERS LIMITED,,Application for Transfer of EC- Form-7,OTHER,B2,,"Transfer of EC for the project shopping Mall Plot No-4.Vasant Kunj Mall, Vasant Kunj , New Delhi",DELHI,Vasant Vihar,MASOODPUR,3-15/2006-IA.III,,Plot No-4,Hybrid,15300.0,0.0,15300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,The project is for transfer of EC and the project is operational ,NO,NO,NO,2025-07-07T12:40:40.152+00:00,,,,,"DLF centre, 9th Floor, Sansad Marg, Parliament Street, New Delhi-110001 ",,7,Private Limited,Property Manager,,7,,0,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130386247,Plot No-4,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130383558&refType=caf&uuid=2ff39f58-71ab-4696-b6a5-c3032690196f&version=1.0,New Delhi,"The project have been granted Environment Clearance for the Construction of a shopping mall at Plot No. 4, Vasant Kunj Mall, Vasant Kunj, New Delhi vide F.No.3-15/2006-IA.III dated 24.11.2006 from MOEF&CC for a Plot area of 15300.00 m2 in the name of M/s Regency Park Management Services Pvt. Ltd",1825010.0
129262628,New,IA/DL/INFRA1/540378/2025,2025-06-05T07:45:32.896+00:00,,Forwarded to DD,10.5145,408909.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,,Environment clearance form,EC,A,,Construction of a road tunnel for NH-148AE with its approach and connection to NH-248BB in NCT of Delhi,DELHI,Vasant Vihar,SAMALKA,10/6/2022-IA.III,,"3, 6, 7, 15",Linear,3.0,7.5145,10.5145,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-17T05:34:41.738+00:00,,,,,,,,,,,,,64058,481855.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=129262628,"3, 6, 7, 15",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2390374&refType=caf&uuid=ac1c7904-7753-4bcb-a440-167f48585c4d&version=1.0,New Delhi,National Highways Authority of India is developing NH-248BB (Dwarka Expressway) with its approaches and interchange at NH-48 and intends to connect it with NH-148AE (Nelson Mandela Marg) in Delhi. NH-248BB ends at the proposed interchange near Shivmurti at NH-48.,22.0
129245906,New,IA/DL/INFRA2/540340/2025,2025-06-05T06:15:07.308+00:00,,Under Examination,0.43,10000.0,delhi brass and metal works private limited,Oceao Enviro Management Solutions (India) Pvt. Ltd.,Environment clearance form,TOR,B2,Building / Construction ,Shahi IT Building Project,DELHI,Kalkaji,TEHKHAND,,,,Hybrid,0.43,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-19T09:27:02.561+00:00,,,,,,,,,,,,,0,15100.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=129245906,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=129136628&refType=caf&uuid=84abb6ac-d380-49c6-b6ad-83d8a7154acd&version=1.0,South East,"The project is the development of “Shahi IT Building Project” by M/s Delhi Brass & Metal Works Pvt. Ltd. The Project site is located at Plot No. F88, Okhla, Industrial Area, Phase-1, New Delhi- 110020. The total Plot area is 4,346.933 m2 or 0.43 Ha. Total Built up Area of the project is 30,371.04 m2. ",150500.0
129160220,New,IA/DL/INFRA1/540199/2025,2025-06-04T07:29:09.995+00:00,,,10.5145,408909.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,Acro Design and Engineering,Environment clearance form,TOR,A,Road,Construction of a road tunnel for NH-148AE with its approach and connection to NH-248BB in NCT of Delhi,DELHI,Vasant Vihar,RANG PURI,,,"955, 987, 988, 989, 992, 993, 994, 448, 449, 482, 481, 483, 484, 1731, 1523, 1379, 1524, 1611, 1610",Linear,3.0,7.5145,10.5145,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-06-04T19:12:25.885+00:00,,,,,,,,,,,,,64057,481855.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=129160220,"955, 987, 988, 989, 992, 993, 994, 448, 449, 482, 481, 483, 484, 1731, 1523, 1379, 1524, 1611, 1610",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2390374&refType=caf&uuid=ac1c7904-7753-4bcb-a440-167f48585c4d&version=1.0,New Delhi,National Highways Authority of India is developing NH-248BB (Dwarka Expressway) with its approaches and interchange at NH-48 and intends to connect it with NH-148AE (Nelson Mandela Marg) in Delhi. NH-248BB ends at the proposed interchange near Shivmurti at NH-48.,22.0
128418811,New,IA/DL/INFRA2/539533/2025,2025-05-29T06:05:51.263+00:00,,Under Examination,2.5795,69200.0,PAMIR DEVELOPERS LIMITED,Ind Tech House Consult ,Environment clearance form,TOR,B1,Townships/ Area Development Projects / Rehabilitation Centres,"Construction of Commercial Building at Plot No- LP-02- 01 at Aerocity Downtown District, Indira Gandhi International Airport, New Delhi.",DELHI,Vasant Vihar,MAHIPALPUR,,,,Non - Linear,2.5795,0.0,2.5795,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-05-31T10:33:33.562+00:00,,,,,,,,,,,,,0,750020.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=128418811,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=128412019&refType=caf&uuid=38814ecc-dcea-4c71-a327-a252a5ee5685&version=1.0,New Delhi,"The Proposed project is Construction of Commercial Building at Plot No- LP-02-01 at Aerocity;Downtown District, Indira Gandhi International Airport, New Delhi. The total plot area of the;project is 25,795 Sq.m. and builtup area will be 1,74,602 Sq.m. As per approved Master Plan for;Delhi - 2021 (Approved by Delhi Development Authority vide Resolution No. 142/2006 dated 19th;January, 2007), the project area is demarcated as ""AIRPORT"". As per the Airport Master Plan, the;Project Site is designated as ""Commercial Zone"" as per the Indira Gandhi Internation Airport Master Plan 2016.",4916235.0
128193167,New,FP/DL/SCH/539327/2025,2025-05-27T12:59:58.257+00:00,,Pending at DFO for Scrutiny and Recommendation,1.0,9900.0,"Ministry of Health & Family Welfare Dept.,Govt. of India",,Forest clearance form,,,,Construction of Student Accommodation for VMMC and Safdarjung Hospital at West Kidwai Nagar New Delhi,DELHI,Vasant Vihar,NA,,,,Non - Linear,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-07-17T18:30:00.000+00:00,,,Non-forest Land,true,"Dy. Director Admin. VMMC and Safdarjung Hospital, New Delhi",,7,Central Government (Department/Autonomous body),DDA,,7,"DDA,DDA",0,247500.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=128193167,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=128192524&refType=caf&uuid=f165df66-2e2c-4888-9f5c-0c006d5bdb65&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=59061&refId=128192524&refType=FC&uuid=957003c8-b458-4a7d-9598-09c7093daac1&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=128192524&refType=FC&uuid=44e2e285-3f7e-410f-af73-2a4313bf9d60&version=1.0,New Delhi,Construction of Student Accommodation for VMMC and Safdarjung Hospita at West Kidwai Nagar New Delhi,126000.0
126947611,New,FP/DL/ROAD/537653/2025,2025-05-14T12:29:42.768+00:00,,DELISTED_BY_SYSTEM,2.34,1578500.0,Public Works Department,,Forest clearance form,,,,"C/o Flyover at Nand Nagri & Gagan Cinema junction and Underpass at Loni Chowk of Mangal Pandey Marg including Road Signages, Electrical Works, Drainage, RWH and allied works on EPC Mode (MANGAL PANDEY MARG) [Flyover project division F-31, PWD)",DELHI,Seema Puri,MANDOLI,,,0/91,Linear,2.03,0.31,2.34,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-05-15T05:01:07.602+00:00,,,,false,"ITPO Project Division, Bhairon Road T Junction Near Pragati Power Station, Ring Road New Delhi",,7,State Government (Department/Autonomous body),EE,,7,,63982,85.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=126947611,0/91,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=126944365&refType=caf&uuid=d3c9c800-2e68-4336-8ef1-60cbf685c36b&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=126944365&refType=FC&uuid=4f96360a-7582-4ef4-b83c-e6718a4a203c&version=1.0,Shahdara,"C/o Flyover at Nand Nagri & Gagan Cinema junction and Underpass at Loni Chowk of Mangal Pandey Marg including Road Signages, Electrical Works, Drainage, RWH and allied works on EPC Mode (MANGAL PANDEY MARG) [Flyover project division F-31, PWD)",85.0
126734262,Expansion,FP/DL/ROAD/537239/2025,2025-05-12T06:36:29.555+00:00,,DELISTED_BY_SYSTEM,2.34,0.0,Public Works Department,,Form-B (Part-I): Renewal of Lease on Forest Land,,,,"C/o Flyover at Nand Nagri & Gagan Cinema junction and Underpass at Loni Chowk of Mangal Pandey Marg including Road Signages, Electrical Works, Drainage, RWH and allied works on EPC Mode (MANGAL PANDEY MARG) [Flyover project division F-31, PWD)",DELHI,Seema Puri,MANDOLI,,,709/A Khsra no. 382,Hybrid,0.31,2.03,2.34,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-05-12T07:24:05.174+00:00,,,,,"ITPO Project Division, Bhairon Road T Junction Near Pragati Power Station, Ring Road New Delhi",,7,State Government (Department/Autonomous body),Executive Engineer ,,7,,63982,1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=126734262,709/A Khsra no. 382,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=126502957&refType=caf&uuid=596e42af-22fe-49e9-ad5b-d5a88c96cc51&version=1.0,Shahdara,"C/o Flyover at Nand Nagri & Gagan Cinema junction and Underpass at Loni Chowk of Mangal Pandey Marg including Road Signages, Electrical Works, Drainage, RWH and allied works on EPC Mode (MANGAL PANDEY MARG) [Flyover project division F-31, PWD);",1.0
126546966,New,IA/DL/THE/536932/2025,2025-05-08T15:42:28.686+00:00,2025-06-18T09:16:25.141+00:00,EC Granted,6.07,66000.0, JINDAL URBAN WASTE MANAGEMENT (BAWANA) LIMITED,,Environment clearance form,EC,A,,"Proposed Waste to Energy Project 50 MW, DSIIDC Industrial Area, sector-5, Bawana, Delhi-110039 by M/s Jindal Urban Waste Management (Bawana) Limited.",DELHI,Narela,SULATANPUR DABAS,J-13012/04/2023-IA.I (T),,,Non - Linear,6.07,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0,0,0,YES,,NO,NO,NO,2025-05-12T12:47:17.953+00:00,,,,,,,,,,,,,,399480.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=126546966,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=6436838&refType=caf&uuid=7c35c1ed-2606-42df-813e-8f47b66267cb&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=6436838&refType=caf&uuid=2f80b4bf-ea94-44b2-afde-045edba2dd94&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6436838&refType=caf&uuid=381516cf-ac09-403e-b518-d6450acc3303&version=1.0,North,"Jindal Urban Infrastructure Limited (JUIL) has formed SPV - JINDAL URBAN WASTE MANAGEMENT (BAWANA) LIMITED to develop Waste to Energy project at Bwana (30 MW)”project with a view to reduce the problem associated with disposal of solid waste at landfill, thereby complying with the various regulations as well as the objective and goal set for the country under the Swachh Bharat Mission (SBM).",80062.0
126519603,Expansion,FP/DL/ROAD/536884/2025,2025-05-08T10:32:22.287+00:00,,DELISTED_BY_SYSTEM,2.34,0.0,Public Works Department,,Forest clearance form,,,,"C/o Flyover at Nand Nagri & Gagan Cinema junction and Underpass at Loni Chowk of Mangal Pandey Marg including Road Signages, Electrical Works, Drainage, RWH and allied works on EPC Mode (MANGAL PANDEY MARG) [Flyover project division F-31, PWD)",DELHI,Seema Puri,MANDOLI,,,709/A Khsra no. 382,Hybrid,0.31,2.03,2.34,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-05-09T05:12:34.286+00:00,,,,false,"ITPO Project Division, Bhairon Road T Junction Near Pragati Power Station, Ring Road New Delhi",,7,State Government (Department/Autonomous body),Executive Engineer ,,7,,63982,1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=126519603,709/A Khsra no. 382,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=126502957&refType=caf&uuid=596e42af-22fe-49e9-ad5b-d5a88c96cc51&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=126502957&refType=FC&uuid=afda2b8e-7859-4ce2-ab18-b0679c62b0ac&version=1.0,Shahdara,"C/o Flyover at Nand Nagri & Gagan Cinema junction and Underpass at Loni Chowk of Mangal Pandey Marg including Road Signages, Electrical Works, Drainage, RWH and allied works on EPC Mode (MANGAL PANDEY MARG) [Flyover project division F-31, PWD);",1.0
